date,product,category,store,price,sales,revenue
2022-10-14,Nike Shoes,Fashion,Mumbai Store,5000,70,350000
2022-10-14,Nike Shoes,Fashion,Chandigarh Store,5000,30,150000
2022-10-14,Levi Jeans,Fashion,Delhi Store,3000,39,117000
2022-10-14,Levi Jeans,Fashion,Mumbai Store,3000,69,207000
2022-10-14,Levi Jeans,Fashion,Chandigarh Store,3000,39,117000
2022-10-14,Milk 1L,Grocery,Delhi Store,60,35,2100
2022-10-14,Milk 1L,Grocery,Mumbai Store,60,28,1680
2022-10-14,Milk 1L,Grocery,Chandigarh Store,60,36,2160
2022-10-14,Bread,Grocery,Delhi Store,40,68,2720
2022-10-14,Bread,Grocery,Mumbai Store,40,47,1880
2022-10-14,Bread,Grocery,Chandigarh Store,40,52,2080
2022-10-14,Washing Machine,Appliances,Delhi Store,25000,37,925000
2022-10-14,Washing Machine,Appliances,Mumbai Store,25000,52,1300000
2022-10-14,Washing Machine,Appliances,Chandigarh Store,25000,38,950000
2022-10-14,Laptop HP,Electronics,Delhi Store,60000,61,3660000
2022-10-14,Laptop HP,Electronics,Mumbai Store,60000,27,1620000
2022-10-14,Laptop HP,Electronics,Chandigarh Store,60000,39,2340000
2022-10-15,iPhone 14,Electronics,Delhi Store,80000,42,3360000
2022-10-15,iPhone 14,Electronics,Mumbai Store,80000,45,3600000
2022-10-15,iPhone 14,Electronics,Chandigarh Store,80000,78,6240000
2022-10-15,Samsung TV,Electronics,Delhi Store,50000,71,3550000
2022-10-15,Samsung TV,Electronics,Mumbai Store,50000,62,3100000
2022-10-15,Samsung TV,Electronics,Chandigarh Store,50000,56,2800000
2022-10-15,Nike Shoes,Fashion,Delhi Store,5000,53,265000
2022-10-15,Nike Shoes,Fashion,Mumbai Store,5000,61,305000
2022-10-15,Nike Shoes,Fashion,Chandigarh Store,5000,75,375000
2022-10-15,Levi Jeans,Fashion,Delhi Store,3000,79,237000
2022-10-15,Levi Jeans,Fashion,Mumbai Store,3000,75,225000
2022-10-15,Levi Jeans,Fashion,Chandigarh Store,3000,47,141000
2022-10-15,Milk 1L,Grocery,Delhi Store,60,55,3300
2022-10-15,Milk 1L,Grocery,Mumbai Store,60,71,4260
2022-10-15,Milk 1L,Grocery,Chandigarh Store,60,47,2820
2022-10-15,Bread,Grocery,Delhi Store,40,63,2520
2022-10-15,Bread,Grocery,Mumbai Store,40,44,1760
2022-10-15,Bread,Grocery,Chandigarh Store,40,68,2720
2022-10-15,Washing Machine,Appliances,Delhi Store,25000,46,1150000
2022-10-15,Washing Machine,Appliances,Mumbai Store,25000,48,1200000
2022-10-15,Washing Machine,Appliances,Chandigarh Store,25000,53,1325000
2022-10-15,Laptop HP,Electronics,Delhi Store,60000,59,3540000
2022-10-15,Laptop HP,Electronics,Mumbai Store,60000,42,2520000
2022-10-15,Laptop HP,Electronics,Chandigarh Store,60000,62,3720000
2022-10-16,iPhone 14,Electronics,Delhi Store,80000,62,4960000
2022-10-16,iPhone 14,Electronics,Mumbai Store,80000,59,4720000
2022-10-16,iPhone 14,Electronics,Chandigarh Store,80000,38,3040000
2022-10-16,Samsung TV,Electronics,Delhi Store,50000,62,3100000
2022-10-16,Samsung TV,Electronics,Mumbai Store,50000,68,3400000
2022-10-16,Samsung TV,Electronics,Chandigarh Store,50000,55,2750000
2022-10-16,Nike Shoes,Fashion,Delhi Store,5000,48,240000
2022-10-16,Nike Shoes,Fashion,Mumbai Store,5000,72,360000
2022-10-16,Nike Shoes,Fashion,Chandigarh Store,5000,53,265000
2022-10-16,Levi Jeans,Fashion,Delhi Store,3000,60,180000
2022-10-16,Levi Jeans,Fashion,Mumbai Store,3000,41,123000
2022-10-16,Levi Jeans,Fashion,Chandigarh Store,3000,39,117000
2022-10-16,Milk 1L,Grocery,Delhi Store,60,43,2580
2022-10-16,Milk 1L,Grocery,Mumbai Store,60,72,4320
2022-10-16,Milk 1L,Grocery,Chandigarh Store,60,43,2580
2022-10-16,Bread,Grocery,Delhi Store,40,41,1640
2022-10-16,Bread,Grocery,Mumbai Store,40,62,2480
2022-10-16,Bread,Grocery,Chandigarh Store,40,51,2040
2022-10-16,Washing Machine,Appliances,Delhi Store,25000,52,1300000
2022-10-16,Washing Machine,Appliances,Mumbai Store,25000,67,1675000
2022-10-16,Washing Machine,Appliances,Chandigarh Store,25000,66,1650000
2022-10-16,Laptop HP,Electronics,Delhi Store,60000,74,4440000
2022-10-16,Laptop HP,Electronics,Mumbai Store,60000,71,4260000
2022-10-16,Laptop HP,Electronics,Chandigarh Store,60000,56,3360000
2022-10-17,iPhone 14,Electronics,Delhi Store,80000,58,4640000
2022-10-17,iPhone 14,Electronics,Mumbai Store,80000,53,4240000
2022-10-17,iPhone 14,Electronics,Chandigarh Store,80000,30,2400000
2022-10-17,Samsung TV,Electronics,Delhi Store,50000,37,1850000
2022-10-17,Samsung TV,Electronics,Mumbai Store,50000,63,3150000
2022-10-17,Samsung TV,Electronics,Chandigarh Store,50000,68,3400000
2022-10-17,Nike Shoes,Fashion,Delhi Store,5000,65,325000
2022-10-17,Nike Shoes,Fashion,Mumbai Store,5000,47,235000
2022-10-17,Nike Shoes,Fashion,Chandigarh Store,5000,46,230000
2022-10-17,Levi Jeans,Fashion,Delhi Store,3000,50,150000
2022-10-17,Levi Jeans,Fashion,Mumbai Store,3000,40,120000
2022-10-17,Levi Jeans,Fashion,Chandigarh Store,3000,53,159000
2022-10-17,Milk 1L,Grocery,Delhi Store,60,51,3060
2022-10-17,Milk 1L,Grocery,Mumbai Store,60,63,3780
2022-10-17,Milk 1L,Grocery,Chandigarh Store,60,51,3060
2022-10-17,Bread,Grocery,Delhi Store,40,60,2400
2022-10-17,Bread,Grocery,Mumbai Store,40,30,1200
2022-10-17,Bread,Grocery,Chandigarh Store,40,35,1400
2022-10-17,Washing Machine,Appliances,Delhi Store,25000,61,1525000
2022-10-17,Washing Machine,Appliances,Mumbai Store,25000,61,1525000
2022-10-17,Washing Machine,Appliances,Chandigarh Store,25000,51,1275000
2022-10-17,Laptop HP,Electronics,Delhi Store,60000,33,1980000
2022-10-17,Laptop HP,Electronics,Mumbai Store,60000,44,2640000
2022-10-17,Laptop HP,Electronics,Chandigarh Store,60000,39,2340000
2022-10-18,iPhone 14,Electronics,Delhi Store,80000,64,5120000
2022-10-18,iPhone 14,Electronics,Mumbai Store,80000,66,5280000
2022-10-18,iPhone 14,Electronics,Chandigarh Store,80000,60,4800000
2022-10-18,Samsung TV,Electronics,Delhi Store,50000,58,2900000
2022-10-18,Samsung TV,Electronics,Mumbai Store,50000,64,3200000
2022-10-18,Samsung TV,Electronics,Chandigarh Store,50000,39,1950000
2022-10-18,Nike Shoes,Fashion,Delhi Store,5000,38,190000
2022-10-18,Nike Shoes,Fashion,Mumbai Store,5000,41,205000
2022-10-18,Nike Shoes,Fashion,Chandigarh Store,5000,51,255000
2022-10-18,Levi Jeans,Fashion,Delhi Store,3000,36,108000
2022-10-18,Levi Jeans,Fashion,Mumbai Store,3000,31,93000
2022-10-18,Levi Jeans,Fashion,Chandigarh Store,3000,53,159000
2022-10-18,Milk 1L,Grocery,Delhi Store,60,60,3600
2022-10-18,Milk 1L,Grocery,Mumbai Store,60,61,3660
2022-10-18,Milk 1L,Grocery,Chandigarh Store,60,37,2220
2022-10-18,Bread,Grocery,Delhi Store,40,61,2440
2022-10-18,Bread,Grocery,Mumbai Store,40,66,2640
2022-10-18,Bread,Grocery,Chandigarh Store,40,60,2400
2022-10-18,Washing Machine,Appliances,Delhi Store,25000,31,775000
2022-10-18,Washing Machine,Appliances,Mumbai Store,25000,44,1100000
2022-10-18,Washing Machine,Appliances,Chandigarh Store,25000,44,1100000
2022-10-18,Laptop HP,Electronics,Delhi Store,60000,60,3600000
2022-10-18,Laptop HP,Electronics,Mumbai Store,60000,64,3840000
2022-10-18,Laptop HP,Electronics,Chandigarh Store,60000,38,2280000
2022-10-19,iPhone 14,Electronics,Delhi Store,80000,47,3760000
2022-10-19,iPhone 14,Electronics,Mumbai Store,80000,49,3920000
2022-10-19,iPhone 14,Electronics,Chandigarh Store,80000,38,3040000
2022-10-19,Samsung TV,Electronics,Delhi Store,50000,34,1700000
2022-10-19,Samsung TV,Electronics,Mumbai Store,50000,43,2150000
2022-10-19,Samsung TV,Electronics,Chandigarh Store,50000,30,1500000
2022-10-19,Nike Shoes,Fashion,Delhi Store,5000,65,325000
2022-10-19,Nike Shoes,Fashion,Mumbai Store,5000,37,185000
2022-10-19,Nike Shoes,Fashion,Chandigarh Store,5000,35,175000
2022-10-19,Levi Jeans,Fashion,Delhi Store,3000,48,144000
2022-10-19,Levi Jeans,Fashion,Mumbai Store,3000,35,105000
2022-10-19,Levi Jeans,Fashion,Chandigarh Store,3000,64,192000
2022-10-19,Milk 1L,Grocery,Delhi Store,60,65,3900
2022-10-19,Milk 1L,Grocery,Mumbai Store,60,56,3360
2022-10-19,Milk 1L,Grocery,Chandigarh Store,60,36,2160
2022-10-19,Bread,Grocery,Delhi Store,40,52,2080
2022-10-19,Bread,Grocery,Mumbai Store,40,58,2320
2022-10-19,Bread,Grocery,Chandigarh Store,40,56,2240
2022-10-19,Washing Machine,Appliances,Delhi Store,25000,66,1650000
2022-10-19,Washing Machine,Appliances,Mumbai Store,25000,52,1300000
2022-10-19,Washing Machine,Appliances,Chandigarh Store,25000,48,1200000
2022-10-19,Laptop HP,Electronics,Delhi Store,60000,47,2820000
2022-10-19,Laptop HP,Electronics,Mumbai Store,60000,36,2160000
2022-10-19,Laptop HP,Electronics,Chandigarh Store,60000,28,1680000
2022-10-20,iPhone 14,Electronics,Delhi Store,80000,66,5280000
2022-10-20,iPhone 14,Electronics,Mumbai Store,80000,41,3280000
2022-10-20,iPhone 14,Electronics,Chandigarh Store,80000,65,5200000
2022-10-20,Samsung TV,Electronics,Delhi Store,50000,69,3450000
2022-10-20,Samsung TV,Electronics,Mumbai Store,50000,46,2300000
2022-10-20,Samsung TV,Electronics,Chandigarh Store,50000,47,2350000
2022-10-20,Nike Shoes,Fashion,Delhi Store,5000,48,240000
2022-10-20,Nike Shoes,Fashion,Mumbai Store,5000,39,195000
2022-10-20,Nike Shoes,Fashion,Chandigarh Store,5000,54,270000
2022-10-20,Levi Jeans,Fashion,Delhi Store,3000,45,135000
2022-10-20,Levi Jeans,Fashion,Mumbai Store,3000,60,180000
2022-10-20,Levi Jeans,Fashion,Chandigarh Store,3000,48,144000
2022-10-20,Milk 1L,Grocery,Delhi Store,60,40,2400
2022-10-20,Milk 1L,Grocery,Mumbai Store,60,63,3780
2022-10-20,Milk 1L,Grocery,Chandigarh Store,60,64,3840
2022-10-20,Bread,Grocery,Delhi Store,40,68,2720
2022-10-20,Bread,Grocery,Mumbai Store,40,57,2280
2022-10-20,Bread,Grocery,Chandigarh Store,40,55,2200
2022-10-20,Washing Machine,Appliances,Delhi Store,25000,52,1300000
2022-10-20,Washing Machine,Appliances,Mumbai Store,25000,52,1300000
2022-10-20,Washing Machine,Appliances,Chandigarh Store,25000,42,1050000
2022-10-20,Laptop HP,Electronics,Delhi Store,60000,32,1920000
2022-10-20,Laptop HP,Electronics,Mumbai Store,60000,32,1920000
2022-10-20,Laptop HP,Electronics,Chandigarh Store,60000,57,3420000
2022-10-21,iPhone 14,Electronics,Delhi Store,80000,64,5120000
2022-10-21,iPhone 14,Electronics,Mumbai Store,80000,39,3120000
2022-10-21,iPhone 14,Electronics,Chandigarh Store,80000,49,3920000
2022-10-21,Samsung TV,Electronics,Delhi Store,50000,48,2400000
2022-10-21,Samsung TV,Electronics,Mumbai Store,50000,54,2700000
2022-10-21,Samsung TV,Electronics,Chandigarh Store,50000,47,2350000
2022-10-21,Nike Shoes,Fashion,Delhi Store,5000,34,170000
2022-10-21,Nike Shoes,Fashion,Mumbai Store,5000,58,290000
2022-10-21,Nike Shoes,Fashion,Chandigarh Store,5000,54,270000
2022-10-21,Levi Jeans,Fashion,Delhi Store,3000,39,117000
2022-10-21,Levi Jeans,Fashion,Mumbai Store,3000,43,129000
2022-10-21,Levi Jeans,Fashion,Chandigarh Store,3000,47,141000
2022-10-21,Milk 1L,Grocery,Delhi Store,60,45,2700
2022-10-21,Milk 1L,Grocery,Mumbai Store,60,66,3960
2022-10-21,Milk 1L,Grocery,Chandigarh Store,60,42,2520
2022-10-21,Bread,Grocery,Delhi Store,40,56,2240
2022-10-21,Bread,Grocery,Mumbai Store,40,37,1480
2022-10-21,Bread,Grocery,Chandigarh Store,40,34,1360
2022-10-21,Washing Machine,Appliances,Delhi Store,25000,68,1700000
2022-10-21,Washing Machine,Appliances,Mumbai Store,25000,65,1625000
2022-10-21,Washing Machine,Appliances,Chandigarh Store,25000,51,1275000
2022-10-21,Laptop HP,Electronics,Delhi Store,60000,31,1860000
2022-10-21,Laptop HP,Electronics,Mumbai Store,60000,55,3300000
2022-10-21,Laptop HP,Electronics,Chandigarh Store,60000,66,3960000
2022-10-22,iPhone 14,Electronics,Delhi Store,80000,54,4320000
2022-10-22,iPhone 14,Electronics,Mumbai Store,80000,42,3360000
2022-10-22,iPhone 14,Electronics,Chandigarh Store,80000,47,3760000
2022-10-22,Samsung TV,Electronics,Delhi Store,50000,64,3200000
2022-10-22,Samsung TV,Electronics,Mumbai Store,50000,67,3350000
2022-10-22,Samsung TV,Electronics,Chandigarh Store,50000,60,3000000
2022-10-22,Nike Shoes,Fashion,Delhi Store,5000,72,360000
2022-10-22,Nike Shoes,Fashion,Mumbai Store,5000,53,265000
2022-10-22,Nike Shoes,Fashion,Chandigarh Store,5000,58,290000
2022-10-22,Levi Jeans,Fashion,Delhi Store,3000,79,237000
2022-10-22,Levi Jeans,Fashion,Mumbai Store,3000,68,204000
2022-10-22,Levi Jeans,Fashion,Chandigarh Store,3000,43,129000
2022-10-22,Milk 1L,Grocery,Delhi Store,60,74,4440
2022-10-22,Milk 1L,Grocery,Mumbai Store,60,46,2760
2022-10-22,Milk 1L,Grocery,Chandigarh Store,60,66,3960
2022-10-22,Bread,Grocery,Delhi Store,40,42,1680
2022-10-22,Bread,Grocery,Mumbai Store,40,59,2360
2022-10-22,Bread,Grocery,Chandigarh Store,40,67,2680
2022-10-22,Washing Machine,Appliances,Delhi Store,25000,65,1625000
2022-10-22,Washing Machine,Appliances,Mumbai Store,25000,70,1750000
2022-10-22,Washing Machine,Appliances,Chandigarh Store,25000,56,1400000
2022-10-22,Laptop HP,Electronics,Delhi Store,60000,56,3360000
2022-10-22,Laptop HP,Electronics,Mumbai Store,60000,67,4020000
2022-10-22,Laptop HP,Electronics,Chandigarh Store,60000,71,4260000
2022-10-23,iPhone 14,Electronics,Delhi Store,80000,42,3360000
2022-10-23,iPhone 14,Electronics,Mumbai Store,80000,59,4720000
2022-10-23,iPhone 14,Electronics,Chandigarh Store,80000,83,6640000
2022-10-23,Samsung TV,Electronics,Delhi Store,50000,76,3800000
2022-10-23,Samsung TV,Electronics,Mumbai Store,50000,53,2650000
2022-10-23,Samsung TV,Electronics,Chandigarh Store,50000,52,2600000
2022-10-23,Nike Shoes,Fashion,Delhi Store,5000,58,290000
2022-10-23,Nike Shoes,Fashion,Mumbai Store,5000,60,300000
2022-10-23,Nike Shoes,Fashion,Chandigarh Store,5000,56,280000
2022-10-23,Levi Jeans,Fashion,Delhi Store,3000,78,234000
2022-10-23,Levi Jeans,Fashion,Mumbai Store,3000,58,174000
2022-10-23,Levi Jeans,Fashion,Chandigarh Store,3000,55,165000
2022-10-23,Milk 1L,Grocery,Delhi Store,60,43,2580
2022-10-23,Milk 1L,Grocery,Mumbai Store,60,49,2940
2022-10-23,Milk 1L,Grocery,Chandigarh Store,60,36,2160
2022-10-23,Bread,Grocery,Delhi Store,40,41,1640
2022-10-23,Bread,Grocery,Mumbai Store,40,43,1720
2022-10-23,Bread,Grocery,Chandigarh Store,40,51,2040
2022-10-23,Washing Machine,Appliances,Delhi Store,25000,68,1700000
2022-10-23,Washing Machine,Appliances,Mumbai Store,25000,46,1150000
2022-10-23,Washing Machine,Appliances,Chandigarh Store,25000,64,1600000
2022-10-23,Laptop HP,Electronics,Delhi Store,60000,69,4140000
2022-10-23,Laptop HP,Electronics,Mumbai Store,60000,57,3420000
2022-10-23,Laptop HP,Electronics,Chandigarh Store,60000,68,4080000
2022-10-24,iPhone 14,Electronics,Delhi Store,80000,44,3520000
2022-10-24,iPhone 14,Electronics,Mumbai Store,80000,43,3440000
2022-10-24,iPhone 14,Electronics,Chandigarh Store,80000,51,4080000
2022-10-24,Samsung TV,Electronics,Delhi Store,50000,65,3250000
2022-10-24,Samsung TV,Electronics,Mumbai Store,50000,59,2950000
2022-10-24,Samsung TV,Electronics,Chandigarh Store,50000,59,2950000
2022-10-24,Nike Shoes,Fashion,Delhi Store,5000,27,135000
2022-10-24,Nike Shoes,Fashion,Mumbai Store,5000,43,215000
2022-10-24,Nike Shoes,Fashion,Chandigarh Store,5000,59,295000
2022-10-24,Levi Jeans,Fashion,Delhi Store,3000,56,168000
2022-10-24,Levi Jeans,Fashion,Mumbai Store,3000,57,171000
2022-10-24,Levi Jeans,Fashion,Chandigarh Store,3000,53,159000
2022-10-24,Milk 1L,Grocery,Delhi Store,60,57,3420
2022-10-24,Milk 1L,Grocery,Mumbai Store,60,59,3540
2022-10-24,Milk 1L,Grocery,Chandigarh Store,60,64,3840
2022-10-24,Bread,Grocery,Delhi Store,40,41,1640
2022-10-24,Bread,Grocery,Mumbai Store,40,41,1640
2022-10-24,Bread,Grocery,Chandigarh Store,40,43,1720
2022-10-24,Washing Machine,Appliances,Delhi Store,25000,27,675000
2022-10-24,Washing Machine,Appliances,Mumbai Store,25000,44,1100000
2022-10-24,Washing Machine,Appliances,Chandigarh Store,25000,61,1525000
2022-10-24,Laptop HP,Electronics,Delhi Store,60000,30,1800000
2022-10-24,Laptop HP,Electronics,Mumbai Store,60000,58,3480000
2022-10-24,Laptop HP,Electronics,Chandigarh Store,60000,53,3180000
2022-10-25,iPhone 14,Electronics,Delhi Store,80000,41,3280000
2022-10-25,iPhone 14,Electronics,Mumbai Store,80000,45,3600000
2022-10-25,iPhone 14,Electronics,Chandigarh Store,80000,48,3840000
2022-10-25,Samsung TV,Electronics,Delhi Store,50000,41,2050000
2022-10-25,Samsung TV,Electronics,Mumbai Store,50000,62,3100000
2022-10-25,Samsung TV,Electronics,Chandigarh Store,50000,38,1900000
2022-10-25,Nike Shoes,Fashion,Delhi Store,5000,57,285000
2022-10-25,Nike Shoes,Fashion,Mumbai Store,5000,45,225000
2022-10-25,Nike Shoes,Fashion,Chandigarh Store,5000,43,215000
2022-10-25,Levi Jeans,Fashion,Delhi Store,3000,70,210000
2022-10-25,Levi Jeans,Fashion,Mumbai Store,3000,55,165000
2022-10-25,Levi Jeans,Fashion,Chandigarh Store,3000,40,120000
2022-10-25,Milk 1L,Grocery,Delhi Store,60,56,3360
2022-10-25,Milk 1L,Grocery,Mumbai Store,60,43,2580
2022-10-25,Milk 1L,Grocery,Chandigarh Store,60,26,1560
2022-10-25,Bread,Grocery,Delhi Store,40,35,1400
2022-10-25,Bread,Grocery,Mumbai Store,40,48,1920
2022-10-25,Bread,Grocery,Chandigarh Store,40,32,1280
2022-10-25,Washing Machine,Appliances,Delhi Store,25000,68,1700000
2022-10-25,Washing Machine,Appliances,Mumbai Store,25000,61,1525000
2022-10-25,Washing Machine,Appliances,Chandigarh Store,25000,47,1175000
2022-10-25,Laptop HP,Electronics,Delhi Store,60000,45,2700000
2022-10-25,Laptop HP,Electronics,Mumbai Store,60000,60,3600000
2022-10-25,Laptop HP,Electronics,Chandigarh Store,60000,50,3000000
2022-10-26,iPhone 14,Electronics,Delhi Store,80000,56,4480000
2022-10-26,iPhone 14,Electronics,Mumbai Store,80000,33,2640000
2022-10-26,iPhone 14,Electronics,Chandigarh Store,80000,51,4080000
2022-10-26,Samsung TV,Electronics,Delhi Store,50000,70,3500000
2022-10-26,Samsung TV,Electronics,Mumbai Store,50000,33,1650000
2022-10-26,Samsung TV,Electronics,Chandigarh Store,50000,33,1650000
2022-10-26,Nike Shoes,Fashion,Delhi Store,5000,43,215000
2022-10-26,Nike Shoes,Fashion,Mumbai Store,5000,35,175000
2022-10-26,Nike Shoes,Fashion,Chandigarh Store,5000,39,195000
2022-10-26,Levi Jeans,Fashion,Delhi Store,3000,53,159000
2022-10-26,Levi Jeans,Fashion,Mumbai Store,3000,53,159000
2022-10-26,Levi Jeans,Fashion,Chandigarh Store,3000,69,207000
2022-10-26,Milk 1L,Grocery,Delhi Store,60,46,2760
2022-10-26,Milk 1L,Grocery,Mumbai Store,60,25,1500
2022-10-26,Milk 1L,Grocery,Chandigarh Store,60,54,3240
2022-10-26,Bread,Grocery,Delhi Store,40,35,1400
2022-10-26,Bread,Grocery,Mumbai Store,40,40,1600
2022-10-26,Bread,Grocery,Chandigarh Store,40,31,1240
2022-10-26,Washing Machine,Appliances,Delhi Store,25000,34,850000
2022-10-26,Washing Machine,Appliances,Mumbai Store,25000,31,775000
2022-10-26,Washing Machine,Appliances,Chandigarh Store,25000,59,1475000
2022-10-26,Laptop HP,Electronics,Delhi Store,60000,64,3840000
2022-10-26,Laptop HP,Electronics,Mumbai Store,60000,31,1860000
2022-10-26,Laptop HP,Electronics,Chandigarh Store,60000,57,3420000
2022-10-27,iPhone 14,Electronics,Delhi Store,80000,52,4160000
2022-10-27,iPhone 14,Electronics,Mumbai Store,80000,48,3840000
2022-10-27,iPhone 14,Electronics,Chandigarh Store,80000,49,3920000
2022-10-27,Samsung TV,Electronics,Delhi Store,50000,40,2000000
2022-10-27,Samsung TV,Electronics,Mumbai Store,50000,49,2450000
2022-10-27,Samsung TV,Electronics,Chandigarh Store,50000,66,3300000
2022-10-27,Nike Shoes,Fashion,Delhi Store,5000,30,150000
2022-10-27,Nike Shoes,Fashion,Mumbai Store,5000,65,325000
2022-10-27,Nike Shoes,Fashion,Chandigarh Store,5000,48,240000
2022-10-27,Levi Jeans,Fashion,Delhi Store,3000,50,150000
2022-10-27,Levi Jeans,Fashion,Mumbai Store,3000,39,117000
2022-10-27,Levi Jeans,Fashion,Chandigarh Store,3000,28,84000
2022-10-27,Milk 1L,Grocery,Delhi Store,60,62,3720
2022-10-27,Milk 1L,Grocery,Mumbai Store,60,62,3720
2022-10-27,Milk 1L,Grocery,Chandigarh Store,60,71,4260
2022-10-27,Bread,Grocery,Delhi Store,40,64,2560
2022-10-27,Bread,Grocery,Mumbai Store,40,67,2680
2022-10-27,Bread,Grocery,Chandigarh Store,40,45,1800
2022-10-27,Washing Machine,Appliances,Delhi Store,25000,37,925000
2022-10-27,Washing Machine,Appliances,Mumbai Store,25000,71,1775000
2022-10-27,Washing Machine,Appliances,Chandigarh Store,25000,64,1600000
2022-10-27,Laptop HP,Electronics,Delhi Store,60000,61,3660000
2022-10-27,Laptop HP,Electronics,Mumbai Store,60000,55,3300000
2022-10-27,Laptop HP,Electronics,Chandigarh Store,60000,53,3180000
2022-10-28,iPhone 14,Electronics,Delhi Store,80000,39,3120000
2022-10-28,iPhone 14,Electronics,Mumbai Store,80000,44,3520000
2022-10-28,iPhone 14,Electronics,Chandigarh Store,80000,35,2800000
2022-10-28,Samsung TV,Electronics,Delhi Store,50000,48,2400000
2022-10-28,Samsung TV,Electronics,Mumbai Store,50000,47,2350000
2022-10-28,Samsung TV,Electronics,Chandigarh Store,50000,57,2850000
2022-10-28,Nike Shoes,Fashion,Delhi Store,5000,37,185000
2022-10-28,Nike Shoes,Fashion,Mumbai Store,5000,42,210000
2022-10-28,Nike Shoes,Fashion,Chandigarh Store,5000,56,280000
2022-10-28,Levi Jeans,Fashion,Delhi Store,3000,42,126000
2022-10-28,Levi Jeans,Fashion,Mumbai Store,3000,58,174000
2022-10-28,Levi Jeans,Fashion,Chandigarh Store,3000,60,180000
2022-10-28,Milk 1L,Grocery,Delhi Store,60,60,3600
2022-10-28,Milk 1L,Grocery,Mumbai Store,60,57,3420
2022-10-28,Milk 1L,Grocery,Chandigarh Store,60,62,3720
2022-10-28,Bread,Grocery,Delhi Store,40,59,2360
2022-10-28,Bread,Grocery,Mumbai Store,40,54,2160
2022-10-28,Bread,Grocery,Chandigarh Store,40,38,1520
2022-10-28,Washing Machine,Appliances,Delhi Store,25000,58,1450000
2022-10-28,Washing Machine,Appliances,Mumbai Store,25000,43,1075000
2022-10-28,Washing Machine,Appliances,Chandigarh Store,25000,45,1125000
2022-10-28,Laptop HP,Electronics,Delhi Store,60000,42,2520000
2022-10-28,Laptop HP,Electronics,Mumbai Store,60000,55,3300000
2022-10-28,Laptop HP,Electronics,Chandigarh Store,60000,66,3960000
2022-10-29,iPhone 14,Electronics,Delhi Store,80000,79,6320000
2022-10-29,iPhone 14,Electronics,Mumbai Store,80000,37,2960000
2022-10-29,iPhone 14,Electronics,Chandigarh Store,80000,78,6240000
2022-10-29,Samsung TV,Electronics,Delhi Store,50000,66,3300000
2022-10-29,Samsung TV,Electronics,Mumbai Store,50000,43,2150000
2022-10-29,Samsung TV,Electronics,Chandigarh Store,50000,44,2200000
2022-10-29,Nike Shoes,Fashion,Delhi Store,5000,69,345000
2022-10-29,Nike Shoes,Fashion,Mumbai Store,5000,71,355000
2022-10-29,Nike Shoes,Fashion,Chandigarh Store,5000,76,380000
2022-10-29,Levi Jeans,Fashion,Delhi Store,3000,51,153000
2022-10-29,Levi Jeans,Fashion,Mumbai Store,3000,36,108000
2022-10-29,Levi Jeans,Fashion,Chandigarh Store,3000,81,243000
2022-10-29,Milk 1L,Grocery,Delhi Store,60,49,2940
2022-10-29,Milk 1L,Grocery,Mumbai Store,60,60,3600
2022-10-29,Milk 1L,Grocery,Chandigarh Store,60,59,3540
2022-10-29,Bread,Grocery,Delhi Store,40,43,1720
2022-10-29,Bread,Grocery,Mumbai Store,40,68,2720
2022-10-29,Bread,Grocery,Chandigarh Store,40,39,1560
2022-10-29,Washing Machine,Appliances,Delhi Store,25000,76,1900000
2022-10-29,Washing Machine,Appliances,Mumbai Store,25000,65,1625000
2022-10-29,Washing Machine,Appliances,Chandigarh Store,25000,68,1700000
2022-10-29,Laptop HP,Electronics,Delhi Store,60000,76,4560000
2022-10-29,Laptop HP,Electronics,Mumbai Store,60000,53,3180000
2022-10-29,Laptop HP,Electronics,Chandigarh Store,60000,46,2760000
2022-10-30,iPhone 14,Electronics,Delhi Store,80000,63,5040000
2022-10-30,iPhone 14,Electronics,Mumbai Store,80000,56,4480000
2022-10-30,iPhone 14,Electronics,Chandigarh Store,80000,49,3920000
2022-10-30,Samsung TV,Electronics,Delhi Store,50000,80,4000000
2022-10-30,Samsung TV,Electronics,Mumbai Store,50000,81,4050000
2022-10-30,Samsung TV,Electronics,Chandigarh Store,50000,54,2700000
2022-10-30,Nike Shoes,Fashion,Delhi Store,5000,47,235000
2022-10-30,Nike Shoes,Fashion,Mumbai Store,5000,61,305000
2022-10-30,Nike Shoes,Fashion,Chandigarh Store,5000,70,350000
2022-10-30,Levi Jeans,Fashion,Delhi Store,3000,62,186000
2022-10-30,Levi Jeans,Fashion,Mumbai Store,3000,70,210000
2022-10-30,Levi Jeans,Fashion,Chandigarh Store,3000,43,129000
2022-10-30,Milk 1L,Grocery,Delhi Store,60,72,4320
2022-10-30,Milk 1L,Grocery,Mumbai Store,60,37,2220
2022-10-30,Milk 1L,Grocery,Chandigarh Store,60,53,3180
2022-10-30,Bread,Grocery,Delhi Store,40,71,2840
2022-10-30,Bread,Grocery,Mumbai Store,40,58,2320
2022-10-30,Bread,Grocery,Chandigarh Store,40,59,2360
2022-10-30,Washing Machine,Appliances,Delhi Store,25000,39,975000
2022-10-30,Washing Machine,Appliances,Mumbai Store,25000,64,1600000
2022-10-30,Washing Machine,Appliances,Chandigarh Store,25000,50,1250000
